clock cycles
541975
4655
8379
16226
7980
7714
3458
8778
931
798
9044
3591
22876
1330
6384
2261
10374
2660
9709
2261
9975
1197
2926
14497
1330
4655
7980
1995
2660
14364
2660
1596
19684
7182
3990
5719
1197
6118
13699
5320
5054
2660
6783
3990
2261
1862
3325
1862
11970
5187
2128
12768
2793
3192
1330
2793
2261
10507
3325
5985
2527
11305
1463
1463
931
1064
1995
2128
1596
1995
2926
2660
11704
1596
1862
2261
10374
2527
1862
3724
665
931
2261
6384
7980
1197
1463
3192
1064
798
3059
3325
12901
3059
10108
3990
8778
1596
1995
1330
2261
1995
2128
13699
3059
2527
5320
1463
3059
931
3724
2926
1330
2527
1330
8911
2793
7182
1197
798
12369
2261
12768
12768
798
4389
27265
5453
2660
3458
4655
2527
1064
6916
10108
2660
7049
1330
1596
3192
1596
10507
665
4256
2660
798
6783
4123
1064
9576
3325
3724
6517
1995
4123
4522
1064
3990
665
798
7980
11704
2261
2793
10640
665
4655
665
2926
4522
11172
3724
4389
2793
1729
1197
7714
665
3990
665
10507
1064
1197
4921
14763
1463
1330
1330
1862
24206
4123
2660
10374
2926
11571
1330
2128
2926
5985
14231
1197
532
8778
6251
7581
12236
14231
1862
2660
1463
8512
3857
1862
931
1862
5187
1729
1995
1197
11837
1463
2261
7049
15960
1862
798
3458
3724
2793
665
3857
2926
1330
1596
1463
5453
2394
6517
1862
665
1463
1064
8379
1729
3458
931
5187
4123
1596
20482
2926
3857
9044
3192
1064
24738
2261
6916
1064
2660
11172
5453
2261
1330
1729
16625
9443
3059
1729
798
2926
1995
1330
1197
8246
1330
1463
25935
1330
12635
2261
11305
1862
6251
1729
1197
2261
6251
1596
2128
665
1596
8778
8379
9842
798
2793
13167
1862
13566
1064
24206
2394
9310
8512
1330
3192
4655
2394
2926
9709
5852
798
1463
5852
1197
13566
7581
13167
2660
4655
1463
1330
3059
3724
3059
4256
665
3059
3458
3591
665
4256
2527
1064
6384
5320
3990
4256
798
9576
1729
4123
1064
1064
3857
931
1729
10773
11837
4921
10108
2793
798
3325
1596
5320
8911
1862
931
1330
25270
2527
3857
2261
2394
1197
1330
1862
6384
6650
9842
4655
2527
4123
2128
1330
1862
10241
11039
17157
2128
13699
3857
931
798
1197
8778
3325
1064
10507
2926
3591
1995
5320
1463
931
665
17689
6118
18088
7315
3591
11837
2394
18354
1330
2793
7448
1995
11305
931
14896
1862
1995
1197
7581
931
1862
1995
5054
532
1729
2128
1197
931
8778
1862
1197
10108
9443
1064
665
665
1064
4522
1330
5852
1330
4522
931
20083
8911
931
532
798
1729
1064
2793
1729
5852
6916
3591
1729
1197
3591
3724
3458
798
1463
2394
1330
1862
11704
4655
1330
3325
6517
4256
3591
1596
4921
2527
1197
798
532
10906
13433
22344
4256
1596
3192
11704
9975
10374
6916
1596
798
6384
1729
20349
7315
9576
4123
1064
2527
931
2527
2261
3325
1330
3059
665
9975
5985
10108
2261
665
3192
7847
3325
798
4655
1596
2261
1995
2660
931
2926
1197
2926
931
1995
10374
3059
3724
532
2394
1729
5586
9044
931
10773
931
4389
3458
1995
931
2394
1995
5320
1729
1330
798
3724
2261
6517
10374
1197
931
1064
7847
931
1197
1862
1995
2660
13167
1463
11571
7847
2261
2261
798
8379
11039
1463
2527
798
4788
1596
2660
11039
9044
931
1197
2128
1197
9576
1596
17689
798
1463
1995
5054
1995
5453
1995
1330
798
931
2527
798
1064
3591
2527
665
1064
1463
2527
2128
931
2261
798
1064
798
10241
3591
1463
665
1729
665
17157
1064
3458
2128
1862
11970
10374
4921
7315
12768
1862
1330
3059
931
9177
7448
21546
1197
11571
15561
2128
2926
1064
9709
2394
1064
2527
7847
931
1729
1862
3325
1729
3458
798
5985
1729
2261
1064
5453
3458
1197
1197
2261
12236
665
931
6517
665
2793
3857
665
798
532
4522
665
3591
10640
3458
1197
1995
2128
1330
8645
2793
2261
7714
665
2660
2261
1330
3591
1995
1463
3325
798
2394
2128
11438
7315
2394
1197
3192
1064
1596
931
3325
1995
5453
665
3990
665
1995
1197
2527
798
12901
11039
1197
1596
1995
1596
1995
10507
2793
665
4655
7980
798
5320
1064
22876
798
12768
665
1064
3059
1197
798
9975
18088
665
11704
2394
1064
2527
3192
798
665
11039
3192
1064
3990
2128
1197
931
14630
1995
1064
13300
931
1197
665
7714
6783
665
1463
1064
1463
798
6251
2394
931
798
1330
798
798
14231
4522
931
1995
1862
665
665
1330
1197
3857
931
1729
13433
1330
2394
665
7182
2793
3325
4921
3724
5586
6916
3325
1330
14630
1197
798
798
798
8645
2394
7049
3059
665
4522
798
10906
798
1463
1330
12369
665
1330
2660
23541
4655
1064
3192
5719
2527
2261
3591
9044
1330
5985
2926
9177
13300
5187
1330
9576
1729
10108
1729
11172
4123
15960
3724
1197
1064
4123
8113
9310
1463
4921
9310
1596
1729
3591
25137
1596
11970
4256
798
3059
798
6251
17157
6517
5586
1596
1995
1596
1463
2128
9975
4921
10906
1330
2793
2261
6384
1463
7714
10906
1064
4123
16359
3724
4389
7448
2261
798
1596
1463
2660
8911
12502
10773
11704
15694
1463
8379
3458
931
532
1995
2926
10773
1729
1995
1330
931
1197
7315
665
12103
3059
665
931
931
3990
11970
1064
2926
665
1330
2128
665
2793
1197
6783
798
5054
798
7448
2793
3325
665
1197
931
4389
931
5187
2261
931
6783
665
8911
15162
3990
3458
5852
665
10374
2394
9310
14497
9576
1862
1596
3458
4123
665
6916
665
931
6384
3192
1197
1463
2660
1197
931
2527
798
1463
3192
5586
8911
8911
2394
4655
1995
8246
1197
12768
3325
1463
14364
1064
532
4389
11172
1596
2128
931
11438
5054
1330
12103
1330
6517
7049
1197
1995
2660
1995
665
2128
1729
2128
2261
798
3325
2793
2793
14763
5852
665
1064
5985
1995
2793
3857
2261
1064
11172
3857
5852
1064
1463
6251
1596
931
9443
3458
13965
3059
2394
2527
19019
2128
8246
1197
5054
17290
8911
7448
1197
1463
798
665
7581
4123
931
3857
3857
665
6118
5852
931
9842
3059
16359
931
798
9975
684684
1197
10906
4256
1729
11438
2128
798
2261
1330
1596
8379
4256
2793
2261
2261
2793
8113
4389
4389
2128
9842
1862
2926
4921
25935
12502
665
7315
4389
798
1330
1330
2394
1596
1330
1862
5852
4655
7182
4123
13965
1596
798
665
798
798
2394
3059
8911
10640
2394
5320
4921
1330
5852
7714
2128
1197
2926
1596
7980
11172
10374
1064
3857
1862
2660
6650
1197
1862
9975
1064
1596
5187
1064
3325
4788
798
13300
7581
1596
1995
4655
14763
1463
4522
6517
1197
798
6251
2128
1596
15162
1064
1463
1064
7315
931
5187
5320
4788
2926
4389
10906
3059
2261
3192
2128
3591
20881
1995
4123
1064
1330
5453
1197
3724
798
3325
2261
1596
931
6916
4655
12103
665
3325
665
11039
2128
4921
1064
3724
1596
1463
2926
2793
2128
4256
13965
9709
9044
13699
3591
10374
2261
18354
14630
665
2793
2394
1596
11438
2926
931
11039
665
798
6517
1729
2793
15561
931
1330
3990
4655
2793
3192
1596
6916
1064
1463
798
1729
2793
3325
1330
1197
1197
5453
665
1729
1995
665
3325
798
8246
9443
798
3059
3059
2926
1596
1463
798
3059
14364
1995
2394
931
11305
3325
2394
2926
4123
6118
9310
3192
1862
1596
1197
3724
2527
1064
2394
3059
3192
1596
665
1463
4921
5719
665
1862
4256
12369
6916
2128
17157
4256
2527
798
1862
10374
1463
931
3325
7980
10108
2527
19418
4921
8645
2394
8911
28329
5852
28595
5719
4389
4522
3325
10241
3059
9044
1463
19285
13965
5852
13566
12502
25137
7581
15694
1596
9576
3325
665
3591
12103
665
7847
2926
798
1995
665
1064
1064
665
7315
4522
931
1330
1330
4655
9975
1064
2793
665
3325
4123
3059
3990
2128
931
1197
931
3724
2128
4256
665
3325
2660
9310
3990
665
1064
798
1463
3458
4655
5852
5719
8246
1463
4921
1463
1330
8645
931
12901
1064
665
1995
2261
5719
4655
931
798
3192
1064
3192
2261
2128
6118
1463
2527
1064
2394
2394
2128
6650
2926
665
1729
665
11172
798
7448
11704
1197
9044
931
1197
8113
4123
2793
12103
2128
798
798
2527
2660
1197
1197
2926
2527
798
7714
798
1197
1463
8645
3325
665
1729
1995
1862
1729
15827
665
3458
2793
3325
12901
2793
26201
16625
4256
1463
4788
4123
1729
665
2128
12635
10108
1729
4123
3059
2128
1197
3059
13566
10507
931
3059
1330
1596
3325
1729
6783
2128
9443
3059
1064
12103
1729
2128
2527
6251
1197
4256
798
931
798
665
931
1197
11837
2394
798
15694
1330
1463
10773
2261
1729
4123
11970
9177
14763
1729
1330
3724
12635
11571
1463
931
6916
9709
2128
1064
5320
6251
2527
2128
6384
1197
6783
7448
2793
20482
1197
798
1596
4655
13300
532
8645
12635
2261
1064
4655
1862
7581
1197
19551
7448
2660
17822
1729
1330
1064
1064
1064
1330
9443
7182
665
5586
1596
10241
798
2527
3990
15694
3192
2261
20748
4655
931
9709
798
10241
1330
3325
26201
798
2261
3857
2261
665
3059
4123
665
1197
4655
931
1064
532
1463
5985
10374
3458
9044
1197
23674
1862
665
2128
7448
1197
7315
2793
8911
2527
1330
1197
798
17423
665
11970
1330
9177
12369
4788
9443
2261
7049
1995
2527
1463
1995
11039
1463
931
4522
532
5320
1064
8911
1463
1596
665
1729
6517
665
8778
2660
1064
665
4921
798
2926
6384
2527
1197
11571
2660
798
798
3458
1064
16226
9177
3192
2261
1330
1064
1330
1463
17689
23674
1862
13965
15561
931
3059
665
1330
10906
798
7581
1596
5586
8911
2394
665
2527
6118
1064
2527
16093
1330
2128
1596
3059
665
2527
4522
1729
2660
1729
13433
3857
5187
5187
1197
2261
1729
1064
15029
9310
2926
665
1729
2261
6650
9044
931
9044
17024
14896
3458
20482
8645
1064
6118
931
931
2128
4123
3990
3192
2527
1463
1729
3591
2261
23275
931
798
931
1330
798
3192
1064
2793
10241
2527
3458
2128
1197
2394
2660
5719
11837
1197
6517
3325
1862
665
2394
2527
2128
11970
3458
11837
9709
10241
1064
665
1862
2394
1463
17689
1064
3325
931
4921
2128
3059
1064
532
1463
1729
5054
3724
10374
798
2527
1197
798
1330
4788
11837
931
12369
3990
665
8911
3591
2128
6916
1995
3724
3458
11970
1197
21945
8778
665
8113
1064
17556
665
8645
1729
7049
6517
1862
3458
2261
798
6384
18487
931
665
1596
532
1729
2926
1330
6517
665
665
2793
3857
2128
665
1596
931
3192
6384
6118
3059
2793
1330
1596
2527
1064
665
9177
2926
2394
1330
7448
798
12236
665
1330
15428
17955
6916
11704
10640
7581
11571
24738
1862
5985
3591
13566
798
2793
1862
8246
10640
13167
1995
3990
13965
5719
1729
14231
2261
2394
1064
2261
665
3857
2660
12768
4389
665
1197
665
1995
2660
14098
3325
1197
2660
1995
798
1197
931
17822
2926
9576
6118
1995
1330
7448
10108
4389
1862
3192
2261
8778
1197
14231
1463
1463
798
2394
5586
931
665
1330
665
798
10773
931
2394
5719
2261
2394
4788
798
3325
1064
1064
10374
1064
3458
13699
3059
665
8645
27664
1729
798
1197
2128
11970
665
798
1330
12502
1064
931
1463
1995
11837
8246
1197
7448
1463
7980
1463
798
6251
3990
3591
4389
8113
1064
4389
3325
1463
10906
25802
1330
7581
28994
1064
1064
9044
11970
4788
798
931
4921
3458
798
2660
1197
14896
1729
2261
4522
1064
5187
1729
8911
4655
798
1064
2793
1330
798
3591
1197
11438
2793
2926
17290
2128
1330
6251
665
19285
3591
3192
4256
4788
1995
3325
798
11172
798
2128
931
4389
9044
3591
1729
10773
2128
665
4522
2128
7847
798
2527
6517
1596
2261
3990
5586
4522
7315
2926
1995
6650
931
1463
2660
6251
2527
2128
12103
1197
22477
7714
1064
2527
3724
14098
1330
6384
532
13699
1463
5453
2527
11172
1729
7315
4389
14896
798
1596
4389
4655
19152
10374
9975
5187
1064
8512
7448
3857
1995
1064
10640
798
10108
665
798
10640
4389
1862
5719
5852
1197
665
3591
15162
931
2527
931
8379
798
12103
7980
1862
1463
5719
10108
8246
1330
1596
3724
2128
1064
665
1330
4123
931
7581
798
6650
5187
798
9709
665
15162
5453
1596
8512
1463
665
665
16492
3458
4123
1596
3059
1197
4123
1862
1197
3990
3458
2394
2394
2394
1064
2527
2261
6384
1729
13300
665
665
1197
10241
931
2926
2394
5985
1596
3192
3591
1463
4389
11571
1330
931
2793
12236
14497
1862
3325
9044
4256
665
13965
1330
5453
4123
10241
4256
8778
1729
1729
5187
1064
4123
2261
665
9443
6118
3458
14098
12236
7847
8911
931
931
3857
1197
1596
1064
8113
6916
7847
1463
1197
1330
1729
1064
6783
1862
3325
7714
1862
931
1862
1197
4123
1197
2128
798
665
2793
1596
798
665
6916
798
931
9709
2793
665
1596
9177
665
798
3192
1197
3591
4256
1330
1862
1330
931
1064
665
1463
532
2660
2261
4389
10507
1596
11970
2261
8379
1995
798
1463
1596
8645
3458
2128
14231
1197
798
3325
1729
1197
1330
9443
4123
9044
798
3059
1596
532
6384
5320
798
6517
9576
1330
4655
13034
1197
9709
4389
1729
15295
9709
665
16625
10906
6251
3059
532
22078
2128
1197
931
3857
1064
798
5852
13566
1596
1463
1064
1862
931
4256
2527
9975
10906
1463
9709
6517
9842
1463
798
3059
7448
1330
1596
1596
665
1596
2660
3990
1995
1197
9044
1330
1596
931
1064
5320
3724
9576
2926
16226
1330
798
1330
2261
1197
10108
3059
1862
3591
2793
1197
3591
931
665
1064
3990
1995
1064
532
2660
931
1995
2394
1463
665
2128
5719
4655
7315
798
1197
2793
1330
1862
11704
1064
1596
10374
4788
798
5985
3325
3724
1463
2128
1596
1197
665
798
1995
14098
15162
2926
3724
4522
1995
5320
1064
4788
3458
665
931
10374
665
2793
665
6783
931
21280
1197
1064
3192
3724
665
798
22876
1862
10773
3325
2793
931
2793
665
13965
4788
1330
5852
2660
1064
931
8778
9310
798
5320
1463
9975
8645
1596
3192
1463
8379
3458
9576
5054
3591
5586
4788
4655
12236
9044
1729
5852
1064
2261
4788
2527
3325
1463
9443
3192
9709
13699
6783
22477
8379
532
27531
2128
665
8645
3857
931
1862
1197
1064
798
931
1064
1862
931
1197
798
13433
10906
13034
1330
8778
1596
2660
1463
2660
798
3458
798
1197
3059
18088
3591
1862
1995
931
798
2527
2394
4788
798
8379
13167
3059
8512
6384
6517
1463
1596
23940
798
2527
1064
532
1463
532
7847
11837
4123
10906
3990
9044
1463
665
1463
14098
2394
931
931
798
6517
798
4522
1197
1596
9310
3325
1463
931
1596
3724
2793
798
1330
931
6650
21812
16226
3059
1064
7315
1729
9310
1862
798
798
10241
3724
4788
2261
24206
1064
4522
4123
1197
665
1463
12236
8512
12502
1064
8645
665
1729
3325
665
13566
931
4123
2394
2394
12103
2660
1463
3724
2527
1995
